,text,source,is_phishing
10,"it is no longer news that the recent Pandemic (Covid-19) has brought about a new normal and a delay in systems thereby causing a drastic change in the academic calendar. In line
with this, we urgently need the service of competent student administrative to work as an assistant part-time and get paid with a sum of $350 weekly. Tasks will be carried out
remotely. If interested, Do text your name to (267) 522-5320 to proceed
Best Regards,
Dr Brown",https://uit.stanford.edu/phishing,1
11,"Dear customer,
Your Apple ID was used to sign in to iCloud on an iPhone 4.

Time: February 06, 2014
Operating System: iOS;6.0.1

If you recently signed in to this device, you can disregard this email.
If you have not recently signed in to an iPhone with your Apple ID and believe someone may have accessed your account, please click here to confirm your details and change your password.
Apple Support

My Apple ID | Support | Privacy Policy
Copyright © 2014 iTunes S.à r.l. 31-33, rue Sainte Zithe, L-2763 Luxembourg. All rights reserved.",https://uit.stanford.edu/phishing,1
12,"Good Morning,
I apologize for the late send, but we understand how challenging these past several weeks have been to assist students who are
experiencing financial hardships resulting from the global pandemic COVID-19.
Are you interested in the on-going unemployment benefits for all undergraduates?
Dr. Amy Marie Hanks is looking for competent students like yourself to work with her while she attends to COVID-19 victims.
Are you able to work telecommute and you will only be working an hour a day, three times a week for $500 weekly.
Send ""Yes I am interested to this Email :
@gmail.com for further proceedings and how to apply.
Career Center
Thanks,
Stay Safe & Sanitized.",https://ciso.uw.edu/education/more-phishing-examples/,1
13,"Institute account Routine System. all institutional mail account users  are advice to upgrade /Update account now This has been made mandatory for all. for assistance click: ITS
Failure to do this you will have your account suspended on till report is made to the institution authorities.

ITS service Team
© Copyright 2013.
All Rights Reserved",https://uit.stanford.edu/phishing,1
14,"Hello,
I'm pleased to inform you that all invoices are available for processing and payments.
open attached to view secured message.
https://www.sendspace.com/file/uyja25
and thanks for your business.
Best regards,
Joel",https://uit.stanford.edu/phishing,1
15,"Subject: re : alp presentation
fyi
vince
- - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 04 / 30 / 2001
02 : 05 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" dennis w . loughridge "" on 04 / 30 / 2001 10 : 49 : 10 am
please respond to
to :
cc :
subject : re : alp presentation
vince
i will be attending the alp presentation on may 7 and would be pleased to
join the team for dinner if it is not too late .
thank you
dennis loughridge
dennis w . loughridge
director of energy consortium
rice university
713 - 348 - 2812
- - - - - original message - - - - -
from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ]
sent : tuesday , april 10 , 2001 8 : 16 am
to : loughrid @ rice . edu
cc : luigical @ rice . edu
subject : alp presentation
sorry , trying again . i probably got a wrong e - mail address and the original
message
was returned .
vince kaminski
- - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 04 / 10 / 2001
08 : 15 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
vince j kaminski
04 / 10 / 2001 08 : 13 am
to : barrett @ rice . edu , uecker @ rice . edu , cmiller @ rice . edu ,
lounghrid @ rice . edu , luigical @ rice . edu
cc : vince j kaminski / hou / ect @ ect , christie patrick / hou / ect @ ect , shirley
crenshaw / hou / ect @ ect , kenneth parkhill / na / enron @ enron
subject : alp presentation
on behalf of enron corp . i would like to invite you to an alp project
presentation by a group of students
of jesse h . jones graduate school of management , rice university .
the students will present the results of a research project regarding
electronic trading
platforms in the energy industry .
the presentation will be held on may 7 , at 4 : 00 p . m . at enron , 1400 smith .
we would also like to invite you to dinner , following the presentation .
vince kaminski
vincent kaminski
managing director - research
enron corp .
1400 smith street
room ebl 962
houston , tx 77002 - 7361
phone : ( 713 ) 853 3848
( 713 ) 410 5396 ( cell )
fax : ( 713 ) 646 2503
e - mail : vkamins @ enron . com",ENRON,0
16,"Subject: re : summer internship position
hi vince , paulo oleira ( one of the m . i . t attending our meeting on wed ) ' s
research interest turned out to be a match for april hodgeson ( vp of content
origination ) . i had him talk to april ( stinson was on the call as well ) to
discuss his research interest and what he would likely to do for april . i
suggested ( and april agrees ) that paulo would intern with her and matt and
perform research on how end users ( consumers and business ) improved
experience with epowered content can be quantified . this may include
performing control experiments at m . i . t . we decided not to over specify what
he would do since it is likely to change as soon as he arrives . i suggested
once he starts , he will work with april and matt harris ( vp enterprise
origination ) and they will define what the student needs to complete for the
internship .
addiontionally , tom gros agrees that this type of research are needed and
this is a great way to start .
i will proceed to have recruiting contact the student with an offer to start
around may 22 , 2000 unless someone tells me otherwise .
regards ,
ravi .
p . s . charlene , please include paulo in your may 22 , 2000 start group . paulo
will report to me within ebs research group but will work on a day - to - day
basis with april and matt . as you ' ve mentioned that compensation is somewhat
fixed but please keep in mind that this person is a phd candidate with very
specialized skill set . please contact vince before extending an offer that
may be too low , etc .
- - - - - forwarded by ravi thuraisingham / enron communications on 02 / 17 / 00 09 : 27
am - - - - -
charlene jackson @ enron
02 / 17 / 00 08 : 25 am
to : vince j kaminski / hou / ect @ ect
cc : celeste roberts / hou / ect @ ect , vince j kaminski / hou / ect @ ect , ravi
thuraisingham / enron communications @ enron communications @ ect
subject : re : summer internship position
celeste ,
we need to make sure that the interns in vince ' s group are coordinated and
incorporated with the rest of the summer associates . they should be offered
the same starting dates , i believe they are may 22 , 2000 june 5 , 2000 . i am
not sure about the june date . would you check and let vince know . they
should also be offered the same starting salary package as the others . they
will be included in training ( a few days ) and any other events we host .
thanks",ENRON,0
17,"Subject: neon discussion october 4
here is this upcoming week ' s discussion material ! ?
?
bobby
- neon measuring success lesson 3 . doc",ENRON,0
18,"Subject: update on confirmlogic
i wanted to give you a quick update on confirmlogic . . . .
testing was done last week on the confirmlogic module . on thursday , we
discussed with kathryn cordes and the confirmlogic it team the items that we
had found that were "" show stoppers "" as far as releasing the product for beta
testing . some of the major items found were the inability to properly handle
basis swaps for gas and inability to display meaningful index references for
power ( they were pulling in a code rather than a description of the index ) .
the team worked on the "" fixes "" and migrated the code last night . today
during testing , they found that the new code had actually caused problems
with the fixed price and volume information , which was working previously . i
talked to kathryn and she said that the were rebuilding the code . she said
that someone had tested the fix last night and everything worked fine . we
plan more testing in the morning .
they are doing a high - level demo this thursday for beta customers just to
introduce the module . they were planning on having more extensive beta demos
for each client starting next week but realize that those may have to
postponed further .
we have told them that we would not sign off for beta testing until we were
comfortable that the items that we identified were working . we need
consistent , stable days of testing before i will feel comfortable .
overall , we like the "" new "" streamlined version of the screens and feel that
it will be a good product if they can work out the data display issues .
call with any questions .
kim theriot",ENRON,0
19,"It had been detected that your cs-stanford-edu email account. Mail delivery system had been affected with virus. Your email account had been sending virus included with your mail to recipient's account and as such a threat to our database. You'll need to update the settings on your cs-stanford-edu email account by clicking on this link: http://forms.logiforms.com/formdata/user_forms/66949_9366478/321793

From
CS. Standford
ITS Helpdesk",https://uit.stanford.edu/phishing,1
20,"Subject: correction : tw pnr for december lst - 26 th , 2001
it has come to my attention that the richardson pnr rate was less than previously reported . . . . it also gave me an opportunity to corrected a mathematical error in my original e - mail .
i apologize for any inconvenience .
mbod
- - - - - original message - - - - -
from : bodnar , michael
sent : wednesday , december 26 , 2001 9 : 44 am
to : moore , jan ; hanagriff , richard ; lohman , tk ; lokay , michelle
cc : blair , lynn ; watson , kimberly ; kowalke , terry ; schoolcraft , darrell
subject : tw pnr for december lst - 26 th , 2001
pnr thru december 26 th :
buyer po # poi dekatherm rate / dth daily / total invoice amount
pnm 27267 500617 15 , 000 $ 0 . 0900 total $ 1 , 350 . 00
pnm 27267 500617 10 , 000 $ 0 . 1000 daily $ 3 , 000 . 00
virginia power 27719 500623 14 , 514 $ 0 . 0500 daily $ 5 , 866 . 97
richardson 27249 500622 15 , 000 $ 0 . 0200 daily $ 900 . 00
cinergy 27467 500621 17 , 600 $ 0 . 1000 daily $ 6 , 540 . 00
totals 72 , 114 $ 17 , 656 . 97",ENRON,0
21,"Dear lehigh.edu Email User,
Please Note that we are upgrading all email account and yours need update, to update now Click Here and enter your correct
information then Submit.
Lehigh Help Desk",https://lts.lehigh.edu/phishing/examples,1
22,"Thank you
Hi user,
We are sending you this email to confirm that 2 items that you placed has been processed and will be shipped within next 24Hrs. for
ID #RDW18-1954878601 placed on March 17 2021.
Thank you for shopping with amazon
ORDER HELP-DESK: 1-205-336-3187
ORDER DETAILS
New MacBook Pro with Apple M1 Chip (13-inch, 8GB RAM, 256GB SSD Storage) - Space Gray (Latest Model)
MODEL No.: MYD82LLIA
QTY: 1
PRICE: $1199.99 $1299.99
Delivery by: Tuesday, 23rd Mar
AirPods with Wireless Charging Case
MODEL No.: MRXJ2AM/A
QTY: 1
PRICE: $149.99 $199.99
Delivery by: Tuesday, 23rd Mar",https://uit.stanford.edu/phishing,1
23,"Subject: summary of prc meetings
below are the upcoming meetings that have been added to your calendar and
that you will be expected to attend for the prc process . . . .
gas logistics pre - prc meeting
november 28 , 2000 hyatt regency / pecan room lpm - ? ? ? lunch :
11 : 30 am at duck & co
logistics / volume mgmt prc review meeting
november 30 , 2000 eb 30 c 2 lpm - 4 pm
gas / pulp and paper trading operations
december 5 , 2000 eb 49 c 4 11 : 30 am - ? ? ?
- heather choate , x 33278",ENRON,0
24,"Subject: re : hib visa application - sevil yaman
margaret ,
thanks for reminding me this issue . i think i ' ll be fine until i start full time here in the research group . as you know right now i am using curricular practical training as work permission . and until i graduate i am allowed do as many as part time cpt i want to do . because of tax purposes i think i ' ll use this right given to me . in this case , what i need to do is that after i and vince make sure about my full time start date ( this may happen in the beginning of 2002 ) , i ' ll let you know and send you the necessary document you require to initiate my hlb visa application process . thanks again .
sevil ,
margaret daffin @ ect
25 - 04 - 2001 12 : 04
to : sevil yaman / corp / enron @ enron
cc : norma villarreal / enron @ enronxgate , vince j kaminski / hou / ect @ ect , ramona perkins / enron @ enronxgate
subject : hib visa application - sevil yaman
sevil : please let me know when you will be sending me the information for your hib visa ?
thanks
margaret
- - - - - - - - - - - - - - - - - - - - - - forwarded by margaret daffin / hou / ect on 04 / 25 / 2001 12 : 03 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
margaret daffin
04 / 10 / 2001 04 : 04 pm
to : sevil yaman / corp / enron @ enron
cc : norma villarreal / enron @ enronxgate , vince j kaminski / hou / ect @ ect , ramona perkins / enron @ enronxgate
subject : hib visa application - sevil yaman
sevil : in order that we may proceed with your request for permanent residency , our immigration attorneys have advised us that we need to process the hib visa , prior to the permanent residency application .
therefore , i am attaching an hib visa questionnaire that i would like you to complete and return to me , together with copies of all of the documents listed at the bottom of the form .
please bring these to me in 3 ac 2026 a .
please let me know if you have any questions at x 55083 .
thank you
margaret",ENRON,0
25,"Dear Student,
There seems to be an issue with your 2020 unemployment benefit claim, Your academic schedule might be affected if you do not review your
application now. uw.edu/2020-finncial-aid-claim-students
Regards,
HR Department",https://ciso.uw.edu/education/more-phishing-examples/,1
26,"Subject: 5 th conference in monterrey
nice picture !",ENRON,0
27,"Subject: potential - june 00
daren :
here is a list of some potential new volume ( not on vances list )
atmic - hurta # 1 10 , 000 mmbtu / d
royal production - wilson unit # 1 2 - 3 , 000 mmbtu / d
let me know if you need anything else ,
susan smith
x 33321",ENRON,0
28,"Dear Account Owner,
This is a message to you from Lehigh University Messaging Center, to
all Lehigh Roundcube Login WebMail account owners.
We are currently carrying out scheduled maintenance, upgrade of our web
mail service and we are changing our web mail host server to prevent
scam mails, as a result your original password will be reset.
We are sorry for any inconvenience caused.
To complete your webmail email account upgrade, you must reply to this
email immediately and provide the information requested below.
************ :
******************
CONFIRM YOUR EMAIL IDENTITY NOW
Username:
Password:
Re-type Password:
****************************************
: 電影事業漸漸漸漸漸漸
************ :
Failure to do this will immediately render your email address
deactivated from our server.
*****
: 主事里里
This E-mail is confidential and privileged. If you are not the
intended Recipient please accept our apologies; Please do not Disclose,
Copy or Distribute Information in this E-mail or take any action in
Reliance on its contents: to do so is strictly prohibited and may be
Unlawful.
Please inform us that this Message has gone astray before deleting it.
Thank you for your co-operation.
Copyright © 2015 Lehigh University. All rights reserved",https://lts.lehigh.edu/phishing/examples,1
29,"Description Reply Me Urgently Please
My name is Mrs Rose Robert, I have been surffering from Ovarian cancer
disease and the doctor says that i have just few days to leave.I am
from Belgium, but based in Burkina Faso, Africa since ten years ago as
a business woman dealing with cocoa exportation, now that i am about to
end the race like this without any family members and no child. I have
$1 Million US DOLLARS in EcoBank here in Burkina Faso which i instructed
the bank to give African union leaders to help sick people around Africa.
But my mind is not at rest because of that i am writing thisletter now
through the help of my Doctor beside me here in
my hospital room. I also have $3.1 Million US Dollars in Bank Of Africa
Burkina Faso",https://lts.lehigh.edu/phishing/examples,1
30,"Subject: vince ,
this morning i got a call from richard bryant , director of computational
finance
program at carnegie mellon university ( the program kevin and i went through ) .
he ' s interested in getting enron involved with their program designing and
( more critically i guess ) campus recruiting effort . i gave him your phone
number
and email . you can expect to hear something from him soon .
best ,
alex",ENRON,0
31,"Subject: promotions
our promotions are listed below . we will notify these in the next couple of
days . call with questions .
- - - - - - - - - - - - - - - - - - - - - - forwarded by steve w young / lon / ect on 11 / 01 / 2000 20 : 34
- - - - - - - - - - - - - - - - - - - - - - - - - - -
amy fitzpatrick
11 / 01 / 2000 14 : 57
to : steve w young / lon / ect @ ect
cc :
subject : promotions
below is a listing of all of your employees which have been approved for
promotion . please be sure to communication with all those listed below by
monday as there will be a company - wide announcement going out .
claire viejou to senior professional
ben parsons to junior professional
steven leppard to manager
if you have any questions , please let me know .
thanks !
amy",ENRON,0
32,"Subject: cp & l
please add a deal in march for 17 , 18 , & 19 th for 5 , 000 a day at hsc gd - . 03",ENRON,0
33,"Subject: altos na gas model
kim , i know you have been interested in the development of a long term
natural gas model for use in the ets revenue management effort . i agree that
the ability to model various supply / demand scenarios for north america
should prove useful in ets business development efforts , and in particular ,
in predicting the impact of the new , large alaskan gas supplies on the n . a .
pipeline grid .
as you know , vince kaminski feels that a software product developed by dale
nesbitt ( marketpoint , inc . ) of los altos hills , ca . may be a good choice , and
one readily available in a relatively short time . marketpoint has proposed
that they work with us in our offices for a week of intensive training and
testing , so we can make a more informed decision before ordering the
software . they have proposed a charge of $ 12 , 000 , plus expenses , for the
one - week session , with that cost applied to the first year ' s subscription
price ( approx . $ 55 - 60 m / yr ) should we decide to go forward . the other
details ( timing , ene resources required , necessary it interface , etc ) still
need to be worked out , but i believe there is generally a consensus to
proceed with the test .
with my recent relocation to the clean fuels group , i will no longer be
responsible for the alaskan pipeline development . however , danny mccarty is
pulling together a team consisting of people from nng , nbp and elsewhere in
ets to push the project forward . i believe eric gadd will be playing a key
role as well . the decision on the long term gas model should appropriately
be made by the new project team .
i have attached a draft of the proposed marketpoint license agreement . it
has not yet been fully reviewed by legal ( or by shelley c . for the
"" affiliate "" issues ) .
let me know if i can provide any other background or assistance .
jng",ENRON,0
34,"Subject: fw : semora - koch - coastal
- - - - - original message - - - - -
from : moran , tom
sent : friday , october 26 , 2001 3 : 52 pm
to : shankman , jeffrey a .
cc : brackett , debbie r .
subject : semora - koch - coastal
jeff ,
attached are the november 2001 wti , cushing positions for sempra , koch and coastal .",ENRON,0
35,"Mailbox is full,00.1 MB,Please reduce your mailbox size. Delete any items you don't need from your mailbox and expand your email quota with the below web links:

HERE: [Link to phishing website removed]

Thank you for your understanding.
2013 Helpdesk",https://uit.stanford.edu/phishing,1
36,"Subject: enron nom for february 16 , 2001
( see attached file : hplno 216 . xls )
- hplno 216 . xls",ENRON,0
37,"Subject: cash & reorg financial reporting
re : chapter 11 reorganization
financial reporting requirements
many people have questions regarding how enron will be operating under chapter 11 bankruptcy proceedings . this memo addresses the financial reporting requirements enron will have to its various constituents .
during the reorganization , the company will continue its gaap reporting , with a breakout of pre and post petition liabilities , as well as historical management / operational reporting , consistent with past practices .
in addition , the company will have an added responsibility to report cash flows to the bankruptcy court and its various constituents . specifically , enron will be required to report projected cash receipts and cash disbursements by business unit on a weekly basis . the court and our new debtor - in - possession ( "" dip "" ) lenders require a rolling 13 week projection of cash flows plus monthly projections thereafter to obtain a full year of projected cash flows . the budgeted weekly projections will then be compared to actual results to determine how well each business unit is operating compared to the projections . the weekly and monthly forecasts will be adjusted each week pursuant to revised or improved information on forecasted cash flows . thus this process will be an ongoing one , with constant updating of information to ensure we generate the most accurate reports possible .
the initial weekly and monthly projections will be critical to the determination of the amount that the dip lenders will be willing to make available to the company . in addition , the cash flows for the entities that are included in the bankruptcy proceedings will be utilized by the bankruptcy court and dip lenders to constantly review and react to the cash flow situation at enron . however , all enron business units ( not just ones in bankruptcy ) will need to conform to these new requirements , because additional entities are likely to be included in the bankruptcy filing and because it is extremely important for enron management to be able to see the totality of cash flow requirements for the entire company .
the weekly cash flow projection project will be overseen by mike deville ( x 57852 ) and greg adams ( x 33887 ) . in addition , enron has retained batchelder & partners , inc . , a financial advisory firm , to assist us in this and other reorganization efforts .
we will be having a group meeting with the cao ' s and / or their designees from the various business units responsible for the cash projections on wednesday , december 5 at 2 : 00 pm in the boardroom on the 50 th floor to further explain this process and answer any questions you may have . we will then be meeting on an individual basis with the business units to discuss specific business unit requirements .
attached is a template of the financial statement projection format that will be required . please review this template in advance of the wednesday meeting to determine any questions you have on the reporting format . obviously the requirements may change , which will require us to reformat and / or obtain additional information on short notification .
thank you in advance for your cooperation . we look forward to your attendance on wednesday .",ENRON,0
38,"Release delayed
messages
Hello userſ@stanford.edu
You have 8 delayed messages on Monday 18th of May 2020. Your action is required, rectify it above.
stanford.edu Support
Change how events are added from email Privacy Statements
Webmail Corporation. OneWay, Redmond, WA 98052",https://uit.stanford.edu/phishing,1
39,"I am Professor
an associate professor of psychology. I work
within and outside of the university -- research, teaching, and service -- guided
by critical race theory. My goal is to center and empower people from
historically marginalized and under-served groups through my research lab,
classroom, and community activities. I am in search of a student intern to work
as a personal assistant, completing several telework tasks for $500/week. All the
terms and conditions with other benefits will be given to you upon application
and employment agreement. Text your Full Namel Physical Address, Best
Contact Number & Alternate Email (different from school email) to (206)
",https://ciso.uw.edu/education/more-phishing-examples/,1
40,"Subject: re : fmrc
mark ,
thanks for the info . i shall check it out .
vince
mark courtney
05 / 17 / 2000 03 : 48 pm
to : vince j kaminski / hou / ect @ ect
cc : joe gordon / corp / enron @ enron
subject : fmrc
vince ,
i ran across this during my recruiting at vanderbilt . it is headed by hans
stoll , one of the leading derivative academicians in the country . i looked
at their website briefly and thought you might be interested . i have also
forwarded some email correspondence between dr . stoll and joe gordon , one of
our associates and a former student of his at owen school . we have been very
successful lately in recruiting at vanderbilt , both at the undergrad and mba
levels , and have gotten some high quality people . please let me know if you
have any interest in this and i would be glad to follow up with dr . stoll or
help out in any way i can .
thank you ,
mark courtney
- - - - - - - - - - - - - - - - - - - - - - forwarded by mark courtney / hou / ect on 05 / 17 / 2000 03 : 42
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : joe gordon @ enron 05 / 11 / 2000 11 : 33 am
to : mark courtney / hou / ect @ ect
cc :
subject : re : fmrc
mark - -
i dropped the ball as far as getting someone to the april meeting , but i
would to try to get this going .
thanks ,
joe
- - - - - - - - - - - - - - - - - - - - - - forwarded by joe gordon / corp / enron on 05 / 11 / 2000 08 : 42
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
hans stoll on 03 / 20 / 2000 12 : 22 : 36 pm
to : "" ' joe . gordon @ enron . com ' ""
cc :
subject : re : fmrc
joe ,
thanks for your note .
the purpose of the fmrc is to stimulate research on financial markets and to
provide a link between academic research , real world issues and regulation .
members of the center sit on the advisory board and help direct the research
of the center . they send an unlimited number of participants to center
conferences . our center is unique in its mix of academics , practitioners and
regulators . for members , such as enron , it provides a window on the academic
world , and would give enron an opportunity to stimulate research in the use
of markets in heretofore unusual commodities .
more information on the center can be found at
http : / / mba . vanderbilt . edu / fmrc /
center members include , nyse , nasdaq , cme , some high tech trading firms ,
merrill lynch . . . .
joining the center usually requires a top management decision , but i would
approach it through the research and the trading areas . one way to start is
to see if anyone in a position to recommend joining the center would like to
attend this year ' s conference on april 13 - 14 . the program is on the web
site . ( membership is $ 10 , 000 per year )
appreciate your interest and help .
let me know if we should provide more detail to someone .
regards ,
hans
- - - - - original message - - - - -
from : joe . gordon @ enron . com [ mailto : joe . gordon @ enron . com ]
sent : monday , march 20 , 2000 10 : 45 am
to : hans . stoll @ owen . vanderbilt . edu
subject : fmrc
dr . stoll :
sorry for the delay , but we haven ' t forgotten about your interest in having
enron participate in the fmrc . our holdup is determining who is the
appropriate contact person at enron ( that , and neglect ) . we ' re not sure if
we should approach someone from trading , research , senior management , etc .
also , any additional information on the role the participating firms play
would be helpful .
thanks ,
joe gordon",ENRON,0
41,"Dear
Here's the invoice for Lehigh University. We we are hoping for your early payment of $1,277.00.
Thanks for your business!
Nordea Bank Finland Plc, New York Branch",https://lts.lehigh.edu/phishing/examples,1
42,"Subject: january 2001 - mcnic / lyondell noms .
fyi !
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 12 / 21 / 2000 11 : 02
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" kevin olson "" on 12 / 18 / 2000 12 : 19 : 44 pm
to : "" amy lannou ""
cc : "" janice berke - davis ""
subject : january 2001 - mcnic / lyondell noms .
amy ,
please note that the mcnic noms for january , 2001 into the lyondell
channelview plant via hpl will be 10 , 000 mmbtu / day .
please call should you have any questions .
thanks !",ENRON,0
43,"Subject: how about lunch ?
hi sally ,
am assuming you got the ou stickers for your new vehicle and that david has
already put them on by now .
i will be in houston the end of this month ( may 30 - june 2 ) and would like
to take you to lunch if possible and get caught up on everything . i have
also asked mike mcconnell to join us if possible . hopefully the two of you
have a free day available for lunch and can coordinate a time and day . let
me know if and when the two of you would be available and i will schedule
around your plans .
i guess michelle , clay and blake will have been there for a week when i am
there . i was sad to see george leave the recruiting side , as he really did
a good job of promoting enron to both ou and my students . i know he will do
a great job at enron online .
hope all is going well with your father and that you are not constantly
traveling around the world and being away from your family .
look forward to hopefully seeing you later this month .
ted k . jacobs
director energy management
the university of oklahoma
307 west brooks , room 218
norman , ok 73019 - 4007
405 - 325 - 0758
405 - 325 - 2096 fax
e - mail : tjacobs @ ou . edu
website : www . ou . edu / business / em
- c . dtf",ENRON,0
